44375;DEFLAZACORT;6 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;10;17/01/2023 12:00:00 a.m.;EN05327;IQ FARMA;ACT
44376;EVOCAZ CD;5 mg;Comprimido Dispersable;TABLETA;Caja Envase Blíster Comprimidos Dispersables;30;10/05/2022 12:00:00 a.m.;EE04923;FARMAVAL;ACT
44377;EVOCAZ CD;10 mg;Comprimido Dispersable;TABLETA;Caja Envase Blíster Comprimidos Dispersables;30;10/05/2022 12:00:00 a.m.;EE04924;FARMAVAL;ACT
44378;ACICLOVIR;800 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;10;24/02/2022 12:00:00 a.m.;EN05198;QUIMICA SUIZA;ACT
44379;DIABENSIN;1000 mg;Comprimido recubierto de liberación prolongada;TABLETA;Caja Envase Blíster Comprimidos Recubiertos de Liberación Prolongada;30;05/12/2021 12:00:00 a.m.;EN04998;CIFARMA;ACT
44381;CLENBUBROX DILAT;(7,5 mg + 0,005 mg)/5mL;Jarabe;SOLUCION;Caja Frasco x 120 mL;1;29/09/2018 12:00:00 a.m.;EN05053;MAQUIFARMA;ACT
44382;NAPROXOL;550 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;100;16/10/2018 12:00:00 a.m.;EN02312;MAQUIFARMA;ACT
44383;AMOXICOM;500 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;100;26/04/2022 12:00:00 a.m.;EN05314;FARMACOM;ACT
44384;DEXACLER;1 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;100;19/02/2020 12:00:00 a.m.;EN01705;LECLERC;ACT
44385;CLORO TOXIN;4 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;100;17/07/2019 12:00:00 a.m.;EN02346;LECLERC;ACT
44386;METPURE XL-50;50 mg;Tableta de Liberación Prolongada;TABLETA;Caja Envase Blister Tabletas;10;22/05/2014 12:00:00 a.m.;E21717;EMCURE;ACT
44387;METPURE XL 25;25 mg;Tableta de Liberación Prolongada;TABLETA;Caja Envase Blister Tabletas de Liberación Prolongada;10;22/05/2014 12:00:00 a.m.;E21716;EMCURE;ACT
44388;IBUSOFT 400;400 mg;Tableta;TABLETA;Caja Envase Blister Tabletas Recubiertas;10;15/02/2020 12:00:00 a.m.;EE01037;EMCURE;ACT
44389;PRAXBIND;2.5 g/50 mL;Solución Inyectable;INYECTABLE;Caja Vial x 50 mL;2;05/03/2023 12:00:00 a.m.;BE01096;BOEHRINGER;ACT
44390;OLOF;0.20%;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco x 5 mL;1;02/10/2022 12:00:00 a.m.;EE05346;FARMAVAL;ACT
44391;CLOCORT;1 mg + 5 mg;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco x 5 mL;1;17/06/2019 12:00:00 a.m.;EN00516;ALBIS;ACT
44392;CARDIOXANE;500 mg;Polvo para Solución para Perfusión;INYECTABLE;Caja Vial;1;24/11/2020 12:00:00 a.m.;EE02964;TECNOFARMA;ACT
44393;CLOROMISAN;500 mg;Cápsula;CAPSULA;caja Envase Blíster Cápsulas;100;31/10/2021 12:00:00 a.m.;EN03214;TEVA;ACT
44394;DIOVAN;320 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos Recubiertos;28;27/08/2020 12:00:00 a.m.;EE01712;NOVARTIS;ACT
44395;LINZOL;200 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;10;11/10/2014 12:00:00 a.m.;N21421;ECKERD;ACT
44397;TASIGNA;200 mg;Cápsula;CAPSULA;Caja Envase Blíster Cápsulas;112;09/07/2018 12:00:00 a.m.;E23080;NOVARTIS;ACT
44398;LAMEZ-100;100 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;30;29/12/2021 12:00:00 a.m.;EE04625;ACCORD;ACT
44399;ZAPIZ 0.5;0.5 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;30;20/08/2014 12:00:00 a.m.;E16682;ACCORD;ACT
44400;ZAPIZ-2;2 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;20;15/11/2020 12:00:00 a.m.;EE01223;ACCORD;ACT
44401;ZAPIZ 0.5;0.5 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;20;20/08/2014 12:00:00 a.m.;E16682;ACCORD;ACT
44402;VISIVER FRESH;0.01%;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco x 15 mL;1;23/07/2018 12:00:00 a.m.;N27350;ECKERD;ACT
44403;AGUA ESTÉRIL PARA INYECCIÓN;;Solución Inyectable;INYECTABLE;Caja Ampolla x 20 mL;1;23/12/2018 12:00:00 a.m.;EN00137;MEDIFARMA;ACT
44404;BRINTELLIX;10 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos Recubiertos;28;07/11/2019 12:00:00 a.m.;EE00491;LUNDBECK;ACT
44405;ELIQUIS;2.5 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos Recubiertos;20;17/08/2022 12:00:00 a.m.;EE05755;PFIZER;ACT
44406;AZITROMICINA;500 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;1;08/02/2020 12:00:00 a.m.;EN00786;AC FARMA;ACT
44407;FLUDYSOLVAN;15 mg/5 mL;Jarabe;SOLUCION;Caja Frasco x 120 mL;1;21/12/2017 12:00:00 a.m.;EN00491;BOTICAS Y SALUD;ACT
44408;FLUDYSOLVAN;30 mg/5 mL;Jarabe;SOLUCION;Caja Frasco x 120 mL;1;03/01/2018 12:00:00 a.m.;EN05244;BOTICAS Y SALUD;ACT
44409;KETRADOL;10 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;100;24/09/2022 12:00:00 a.m.;EN05817;BOTICAS Y SALUD;ACT
44410;PLENAIR 10;10 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos Recubiertos;30;27/06/2018 12:00:00 a.m.;EE03378;ROEMMERS;ACT
44411;GLIVEC;400 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos Recubiertos;30;08/06/2020 12:00:00 a.m.;EE01211;NOVARTIS;ACT
44412;SANDOSTATIN LAR;20 mg;Polvo para Suspensión Inyectable;INYECTABLE;Caja Vial + Jeringa Precargada con Disolvente + Accesorios;1;24/10/2020 12:00:00 a.m.;EE01092;NOVARTIS;ACT
44413;DIOVAN;160 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos Recubiertos;28;05/07/2021 12:00:00 a.m.;EE02390;NOVARTIS;ACT
44414;BIANOS;1 g;Tableta;TABLETA;Caja Envase Blister Tabletas;2;05/03/2017 12:00:00 a.m.;EE03303;UNIMED;ACT
44416;RINELON;50 mcg;Suspensión para Pulverización NasaL;SUSPENSION NASAL;Caja Frasco x 18 g (140 dosis);1;01/04/2019 12:00:00 a.m.;EE00236;MERCK;ACT
44417;MORFINA SULFATO;30 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;100;20/04/2021 12:00:00 a.m.;EN03170;MINSA;ACT
44418;CLORURO DE SODIO;0.90%;Solución Inyectable;INYECTABLE;Caja Ampolla x 5 mL;100;04/06/2017 12:00:00 a.m.;EE00062;SANDERSON;ACT
44419;PREVICIL;200 mg;Cápsula;CAPSULA;Caja Envase Blíster Cápsulas;80;27/01/2021 12:00:00 a.m.;EE02574;TECHSPHERE;ACT
44420;PREVICIL;200 mg;Cápsula;CAPSULA;Caja Envase Blíster Cápsulas;16;27/01/2021 12:00:00 a.m.;EE02574;TECHSPHERE;ACT
44421;CROLIPSA;200 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;24;28/10/2020 12:00:00 a.m.;EE01891;TECHSPHERE;ACT
44422;ARCALION;200 mg;Comprimido Recubierto;TABLETA;Caja Tubo Comprimidos Recubiertos;20;04/09/2018 12:00:00 a.m.;EE03290;LABORATORIOS SERVIER;ACT
44423;METILPREDNISOLONA;500 mg;Polvo para Solución Inyectable;INYECTABLE;Caja Vial + Solvente x 10 mL;1;31/03/2021 12:00:00 a.m.;EN03029;AC FARMA;ACT
44424;TOSABAC;15 mg/5mL;Jarabe;SOLUCION;Caja Frasco x 120 mL;1;27/12/2021 12:00:00 a.m.;EN05050;RUCEF;ACT
44425;MUCOPLUS G;30 mg/5 mL;Solución Oral;SOLUCION;Caja Frasco x 120 mL;1;28/04/2022 12:00:00 a.m.;EN05332;RUCEF;ACT
44427;PRIMPERAN;5 mg/ 5 mL;Solución Oral;SOLUCION;Caja Frasco x 100 mL;1;30/01/2021 12:00:00 a.m.;EE02955;SANOFI;ACT
44428;SEROMED;20 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;30;27/04/2021 12:00:00 a.m.;EN03221;MEDROCK;ACT
44429;HIDROCORTISONA SUCCINATO;250 mg;Polvo para Solución Inyectable;INYECTABLE;Caja Vial;1;15/02/2017 12:00:00 a.m.;EG5280;FARMINDUSTRIA;ACT
44430;LOMECAN V;2%;Crema Vaginal;CREMA;Caja Tubo x 20 g + 3 aplicadores;1;25/10/2022 12:00:00 a.m.;EE05386;GENOMMA;ACT
44431;DASSEX;50 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;100;23/10/2018 12:00:00 a.m.;EN00124;PHARMA PERU;ACT
44432;ENCIGEL;;Gel;JALEA;Caja Tubo x 10 g;1;18/08/2018 12:00:00 a.m.;EN03238;MEDIFARMA;ACT
44433;CEFRALIS-250;250 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Caja Frasco x 120 mL + Accesorio;1;21/11/2022 12:00:00 a.m.;EE05447;LIPHARMA;ACT
44434;TAMSULIN;0.4 mg;Cápsula de Liberación Prolongada;CAPSULA;Caja Envase Blíster;30;05/02/2023 12:00:00 a.m.;EE05689;LIPHARMA;ACT
44435;APRON-F;125 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Caja Frasco x 60 mL;1;26/02/2020 12:00:00 a.m.;EN01721;RUCEF;ACT
44436;NISOPLUS 20;20 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;100;24/02/2019 12:00:00 a.m.;EN03833;RUCEF;ACT
44437;GASMOCI-PRI 160;160 mg;Cápsula;CAPSULA;Caja Envase Blister Capsula;20;06/11/2022 12:00:00 a.m.;EE05415;SMART PHARMA;ACT
44438;SPORIDEX;500 mg;Cápsula;CAPSULA;Caja Envase Blíster Cápsulas;50;17/03/2020 12:00:00 a.m.;EE02922;SUN PHARMACEUTICAL;ACT
44439;VERHISTINE;8 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;50;31/07/2020 12:00:00 a.m.;E23340;SUN PHARMACEUTICAL;ACT
44440;VERHISTINE;16 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;20;31/07/2020 12:00:00 a.m.;E23339;SUN PHARMACEUTICAL;ACT
44441;CARBAMAZEPINA;200 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;100;13/04/2019 12:00:00 a.m.;EN03522;INDUQUIMICA;ACT
44442;NOVOTEARS;0.12 mg + 3 mg + 1 mg;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco x 10 mL;1;14/08/2020 12:00:00 a.m.;EE04834;FARMAVAL;ACT
44443;ANDROSTAT;50 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;50;23/09/2020 12:00:00 a.m.;EE01908;BAGO;ACT
44444;ZITROBAC PEDIATRICO;200 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Caja Frasco x 30 mL;1;19/01/2020 12:00:00 a.m.;EN00655;INTIPHARMA;ACT
44445;ANAXICAM®;15 mg;Tableta;TABLETA;Caja Folio Tabletas;20;07/09/2017 12:00:00 a.m.;EN00110;CAFERMA;ACT
44446;GRAVAMIN;50 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;300;17/04/2021 12:00:00 a.m.;EN03252;MEDIFARMA;ACT
44448;AZITROMAC;500 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;30;20/01/2019 12:00:00 a.m.;EN05544;DELFARMA;ACT
44449;CEPIRON;12.5 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;30;27/03/2022 12:00:00 a.m.;EN05007;AC FARMA;ACT
44450;TETRACICLINA;500 mg;Cápsula;CAPSULA;Caja Envase Blister Capsulas;100;15/02/2022 12:00:00 a.m.;EN05138;NATURGEN;ACT
44451;CIPROGRAM;0.30%;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco x 5 mL;1;06/11/2020 12:00:00 a.m.;EN02511;GLOBAL PHARMA;ACT
44452;RINEX - N;500 mg + 5 mg + 2 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;100;10/11/2020 12:00:00 a.m.;EN05225;BRISAFARMA;ACT
44453;3-GEL;582 mg + 196 mg + 20 mg;Suspensión Oral;SUSPENSION;Caja Sobre x 10 mL;1;05/03/2019 12:00:00 a.m.;EE04012;DROPESAC;ACT
44454;AZITROMICINA;500 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;2;02/03/2020 12:00:00 a.m.;EN00886;FARMINDUSTRIA;ACT
44455;AZITROMICINA;500 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;3;08/02/2020 12:00:00 a.m.;EN00786;AC FARMA;ACT
44456;BISMUTOL;262 mg;Tableta Masticable;TABLETA;Caja Sobres x 2 Tabletas Masticables;80;21/05/2022 12:00:00 a.m.;EN00002;TEVA;ACT
44457;CARBAMAZEPINA;200 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;30;06/06/2020 12:00:00 a.m.;EN00996;TEVA;ACT
44458;CLINDAMICINA;300 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;100;21/02/2018 12:00:00 a.m.;EN01714;FARMINDUSTRIA;ACT
44459;GASTROXIL;20 mg;Cápsula de Liberación Retardada;CAPSULA;Caja Folio Capsulas de Liberación Retardada;100;28/03/2021 12:00:00 a.m.;EN03034;PHARMA -C;ACT
44460;ZOLREST;600 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;12;27/01/2022 12:00:00 a.m.;EE04684;INVERS. JPS;ACT
44461;CIPRO-C;500 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;100;21/06/2021 12:00:00 a.m.;EE03314;PHARMA -C;ACT
44462;SULTRI C;800 mg + 160 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;100;17/08/2017 12:00:00 a.m.;EN01269;PHARMA -C;ACT
44463;AMOXI-C;500 mg;Cápsula;CAPSULA;Caja Envase Blister Capsulas;100;31/08/2022 12:00:00 a.m.;EE05241;PHARMA -C;ACT
44464;PRECID;20 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;13/02/2019 12:00:00 a.m.;EN04598;BRISAFARMA;ACT
44465;ISOPRINOSINE;500 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;12;02/03/2020 12:00:00 a.m.;EN00881;LUKOLL;ACT
44466;DEXAVET;4 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;30;30/07/2017 12:00:00 a.m.;EN01824;FARVET;ACT
44467;DOLO EXTRA FUERTE;;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;1;04/06/2012 12:00:00 a.m.;N23547;VITA PHARMA;ACT
44468;GYNO DEXACORT PLUS;;Ovulo;OVULO;Caja Envase Blister Ovulos;10;08/04/2021 12:00:00 a.m.;EN03294;TEVA;ACT
44470;ATORVASTATINA;20 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;100;25/01/2018 12:00:00 a.m.;EN05337;MEDROCK;ACT
44471;DIMENHIDRINATO;50 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;100;23/11/2022 12:00:00 a.m.;EN05681;MEDROCK;ACT
44472;MEDRAVOL;50 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;100;14/08/2022 12:00:00 a.m.;EN05427;MEDROCK;ACT
44473;SEROMED;10 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;30;22/10/2020 12:00:00 a.m.;EN02425;MEDROCK;ACT
44474;FLUIMUCIL ORAL;100 mg;Granulos para Solución Oral;GRANULOS;Caja Sobres x 1 g;30;21/02/2018 12:00:00 a.m.;EE02624;LUKOLL;ACT
44475;ZITROSEDYL FORTE;;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos Recubiertos;30;20/07/2014 12:00:00 a.m.;N25906;SCOP;ACT
44476;COMBIZYM COMPOSITUM;;Grageas;TABLETA;Caja Envase Folio Grageas;20;11/02/2018 12:00:00 a.m.;EN02034;DEUTSCHE PHARMA;ACT
44477;BRONCO TRIFAMOX 250;;Polvo para Suspensión Oral;SUSPENSION;Caja Frasco x 105 mL;1;13/05/2021 12:00:00 a.m.;EN03255;MEDIFARMA;ACT
44478;ENDOVIT PLUS;;Solución Inyectable;INYECTABLE;Caja Ampollas x 2 mL;5;03/07/2018 12:00:00 a.m.;EN04246;MEDIFARMA;ACT
44479;DEXTROSA;5%;Solución Inyectable;INYECTABLE;Caja Frasco x 100 mL;20;12/01/2017 12:00:00 a.m.;EG6404;SANDERSON;ACT
44480;MULTI-BIOTICOS SABOR A NARANJA;0.25 mg + 10 mg;Pastilla Dura para Chupar;CAPSULA;Caja Sobre x 4 Pastillas Duras para Chupar;50;07/09/2022 12:00:00 a.m.;EN05584;FARMINDUSTRIA;ACT
44481;UNITEARS-D;0,3% + 0,1%;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco x 10 mL;1;22/09/2019 12:00:00 a.m.;EN05939;ROSTER;ACT
44482;PARACETAMOL;150 mg/5 mL;Solución Oral;SOLUCION;Frasco x 60 mL;1;21/06/2022 12:00:00 a.m.;EE05044;INDAURA;ACT
44483;SULTRI-C;800 mg + 160 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;100;29/08/2021 12:00:00 a.m.;EE03986;PHARMA -C;ACT
44484;DOLO ANEURIN;;Solución Inyectable;INYECTABLE;Caja Ampolla x 1 mL + Ampolla x 3 mL + Jeringa descartable;1;27/10/2020 12:00:00 a.m.;EN03693;ALBIS;ACT
44486;KYTRIL;3 mg/3 mL;Concentrado para Solución para Perfusión;INYECTABLE;Caja Ampolla x 3 mL;1;24/09/2018 12:00:00 a.m.;EE00334;BIOPAS;ACT
44487;MODUL;10 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;500;20/11/2018 12:00:00 a.m.;EN04347;AC FARMA;ACT
44488;NITROFURANTOINA;25 mg/5 mL;Suspensión Oral;SUSPENSION;Caja Frasco x 120 mL;1;04/05/2021 12:00:00 a.m.;EN04558;MEDIFARMA;ACT
44489;VAXIGRIP;;Suspensión Inyectable;INYECTABLE;Caja Frasco x 0.5 mL (10 dosis);1;09/01/2018 12:00:00 a.m.;BE00456;SANOFI;ACT
44490;BACQURE;500 mg + 500 mg;Polvo para Solución Inyectable;INYECTABLE;Caja Vial + Ampolla x 5 mL;1;20/12/2017 12:00:00 a.m.;EE00581;SUN PHARMACEUTICAL;ACT
44491;ERGOMETRINA MALEATO;0.2 mg/mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 1 mL;100;22/11/2017 12:00:00 a.m.;EE00612;SANDERSON;ACT
44492;MAGAL D;;Suspensión Oral;SUSPENSION;Caja Frasco x 200 mL;1;26/05/2022 12:00:00 a.m.;EN04954;HERSIL;ACT
44493;MADOPAR;200 mg + 50 mg;Comprimido;TABLETA;Caja Frasco x 30 Comprimidos;30;13/06/2021 12:00:00 a.m.;EE02532;ROCHE;ACT
44494;LOSACOR D;50 mg + 12.5 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos Recubiertos;30;29/08/2021 12:00:00 a.m.;EE03997;ROEMMERS;ACT
44495;LOSACOR;50 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos Recubiertos;30;28/04/2022 12:00:00 a.m.;EE04901;ROEMMERS;ACT
44496;NAPHCON A;;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco x 15 mL;1;17/06/2017 12:00:00 a.m.;EE02471;ALCON;ACT
44499;TADINAL;5 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;100;17/04/2018 12:00:00 a.m.;EN00065;LUXOR;ACT
44501;ESPIRONOLACTONA;100 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;500;16/08/2020 12:00:00 a.m.;EN00825;AC FARMA;ACT
44502;INDUCMINA;500 mg/10 mL;Solución Inyectable;INYECTABLE;Caja Vial x 10 mL;25;22/07/2021 12:00:00 a.m.;EE03618;AGRIPINO SARMIENTO;ACT
44503;KLONALPRED;500 mg;Polvo para Solución Inyectable;INYECTABLE;Caja Vial + Solvente Ampolla;25;30/09/2021 12:00:00 a.m.;EE04292;AGRIPINO SARMIENTO;ACT
44504;BETASONE-G RETARD;6 mg + 7.8 mg;Suspensión Inyectable;INYECTABLE;Caja Ampolla;100;07/07/2022 12:00:00 a.m.;EE05090;AGRIPINO SARMIENTO;ACT
44505;BETASONE-G RETARD;6 mg + 7.8 mg;Suspensión Inyectable;INYECTABLE;Caja Ampolla;1;07/07/2022 12:00:00 a.m.;EE05090;AGRIPINO SARMIENTO;ACT
44506;AIRPLEN;100 mcg/dosis;Aerosol para Inhalación;AEROSOL;Caja Envase Aerosol x 250 dosis (12.5 mL);1;07/08/2022 12:00:00 a.m.;EE05177;ROEMMERS;ACT
44507;IXIUM;50 mg;Comprimido de liberación prolongada;TABLETA;Caja Envase Blíster Comprimidos de Liberación Prolongada;30;20/06/2022 12:00:00 a.m.;EE05041;SIEGFRIED;ACT
44508;FUZMEDIC;50 mg/5 mL;Suspensión Oral;SUSPENSION;Caja Frasco x 120 mL;1;27/10/2022 12:00:00 a.m.;EN05677;FARM. MEDICAL;ACT
44509;FLUKOL;150 mg;Cápsula;CAPSULA;Caja Envase Blíster Cápsulas;2;02/07/2017 12:00:00 a.m.;EN02365;FARMACOM;ACT
44510;OXES RAPID;100 mg;Cápsula Blanda;CAPSULA;Caja Envase Blíster Cápsulas Blandas;2;01/08/2017 12:00:00 a.m.;EE03755;BIOTECH;ACT
44511;LEXACIN;500 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;28;14/06/2017 12:00:00 a.m.;EN04012;INFERMED;ACT
44512;LEFREN;200 mg/ 5mL;Polvo para Suspensión Oral;SUSPENSION;Caja Frasco x 30 mL;1;01/12/2019 12:00:00 a.m.;EE00723;LAFAR;ACT
44514;VIAMAR;50 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;4;09/07/2017 12:00:00 a.m.;EN03846;FARMACOM;ACT
44515;HIRUDOID® FORTE;0,445%;Pomada;UNGUENTO;Caja Tubo x 25 g;1;14/01/2018 12:00:00 a.m.;EN01573;DEUTSCHE PHARMA;ACT
44516;HIRUDOID FORTE;0,445%;Gel;JALEA;Caja Tubo x 25 g;1;11/01/2018 12:00:00 a.m.;EN02636;DEUTSCHE PHARMA;ACT
44517;HIRUDOID FORTE;0,445%;Gel;JALEA;Caja Tubo x 14 g;1;11/01/2018 12:00:00 a.m.;EN02636;DEUTSCHE PHARMA;ACT
44519;NOKOTIN;10 mg;Tableta Recubierta de Liberación Prolongada;TABLETA;Caja Envase Blíster Tabletas;100;22/12/2020 12:00:00 a.m.;EN02738;FARMINDUSTRIA;ACT
44520;LEXACIN;750 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;20;19/07/2017 12:00:00 a.m.;N27214;INFERMED;ACT
44521;VENTILAIR 10;10 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;10;26/01/2019 12:00:00 a.m.;EN01537;VITA PHARMA;ACT
44522;METHOCEL 50;50 mg/ 2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2 mL;10;29/12/2021 12:00:00 a.m.;EE04627;SEVEN;ACT
44523;ARTANBIX-D 50;;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;30;07/09/2019 12:00:00 a.m.;EN03193;KEYFARM;ACT
44524;LINCOVAS;600 mg/2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2 mL;25;11/05/2022 12:00:00 a.m.;EN05351;FARMACEUTICA OTARVASQ;ACT
44525;EVACLEAN;;Polvo para Solución Oral;SOLUCION;Caja Sobre Polvo para Solución Oral;4;11/12/2021 12:00:00 a.m.;EN02924;MEDIFARMA;ACT
44526;LOSADEL 50;50 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;50;22/05/2022 12:00:00 a.m.;EN03905;DELFARMA;ACT
44527;BRONCOBUTOL PLUS;;Jarabe;SOLUCION;Caja Frasco x 120 mL;1;24/07/2013 12:00:00 a.m.;N20770;FARVET;ACT
44528;DIMENS;5 mg/5 mL;Jarabe;SOLUCION;Frasco x 120 mL;1;29/01/2022 12:00:00 a.m.;EN05227;FARVET;ACT
44529;OMEPRA-N;40 mg;Polvo para Solución Inyectable;INYECTABLE;Caja Vial;1;01/08/2022 12:00:00 a.m.;EE05668;NORDIC;ACT
44530;PLIDAN COMPUESTO NF;10 mg + 125 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos Recubiertos;100;13/07/2019 12:00:00 a.m.;EE05744;ROEMMERS;ACT
44531;PLIDAN;1%;Solución Oral;SOLUCION;Caja Frasco Gotero x 20 mL;1;16/12/2022 12:00:00 a.m.;EE05234;ROEMMERS;ACT
44532;RETACNYL;0.05%;Crema;CREMA;Caja Tubo x 30 g;1;28/08/2021 12:00:00 a.m.;EE03977;QUIMICA SUIZA;ACT
44533;SOJOURN;100%;Solución para Inhalación;AEROSOL;Caja Frasco x 250 mL;1;20/09/2021 12:00:00 a.m.;EE04172;MEDIFARMA;ACT
44534;SOPHIPREN OFTENO;1%;Suspensión Oftálmica;SUSPENSION OFTALMICA;Caja Frasco x 5 mL;1;21/12/2021 12:00:00 a.m.;EE04903;LAB. OFTALMICOS;ACT
44535;KEVIRAN;0.5 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;30;12/04/2022 12:00:00 a.m.;EE04855;SAGITARIO;ACT
44536;SYNTOCINON;5 UI/mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 5 mL;5;03/03/2018 12:00:00 a.m.;EE01350;PHARMARIS;ACT
44537;TACROZ FORTE;0.10%;Pomada;UNGUENTO;Caja Tubo x 10 g;1;14/09/2021 12:00:00 a.m.;EE03936;GLENMARK;ACT
44538;TAXOL 30 MG/5 ML - AMP;Taxol 30 mg/5 ml - amp;Solución para Perfusión;INYECTABLE;Caja Vial X 5 mL;1;31/07/2018 12:00:00 a.m.;EE01685;BRISTOL-MYERS SQUIBB PERU S.A.;ACT
44539;TIGMIN;0,5 mg /1 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 1 mL;1;11/11/2021 12:00:00 a.m.;EE04853;OQ PHARMA;ACT
44540;PRIMAQUINA;15 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;100;23/10/2022 12:00:00 a.m.;NG6393;IQ FARMA;ACT
44541;SULPINEX ®;50 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;20;28/05/2018 12:00:00 a.m.;EN01395;AC FARMA;ACT
44543;TENSOFLEXIL;300 mg/ 250 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;100;10/11/2022 12:00:00 a.m.;EN05727;SCIENTIA;ACT
